,title,date,time,author,counts,sometext,category,Date
901,Facebook разглядел «наготу» в трейлере GRIS,09.01.2019/17:04,Обновлено: 09.01.2019 в 16:58,Кирилл Иртлач,107,"Facebook заблокировал трейлер платформера GRIS, поскольку увидел в нем «сцены, наводящие на мысли сексуального характера». Об этом заявило издательство Devolver Digital. Как сообщается, компания…","
Блоги
",05:04 PM 09/01/2019
902,"Энтузиаст, которому «Киевстар» предлагал $50 за найденные пароли, заявляет, что оператор закрыл программу BugBounty и теперь просто игнорирует сообщения об уязвимостях в своих продуктах",09.01.2019/16:50,Обновлено: 09.01.2019 в 18:18,Владимир Скрипин,100,"Оператор мобильной связи «Киевстар» оказался в центре очередной неприятной истории, касающейся вопросов безопасности. Уже хорошо известный нам по недавней истории про «$50 и просочившиеся в…","
Новости
",04:50 PM 09/01/2019
903,Bell Helicopter представила прототип аэротакси Nexus,09.01.2019/16:18,Обновлено: 09.01.2019 в 15:31,Кирилл Иртлач,9,"Американская компания Bell Helicopter представила на выставке CES 2019 проект перспективного пассажирского аэротакси Nexus, выполненного в конфигурации конвертоплана. Как сообщается, машина получит…","
Блоги
",04:18 PM 09/01/2019
904,HyperX представил геймерские гарнитуры серии Cloud Orbit с планарными динамиками Audeze и технологией Waves 3D Nx [CES 2019],09.01.2019/16:03,Обновлено: 09.01.2019 в 15:31,Сергей Кулеш,24,"На выставке CES 2019 бренд аксессуаров и комплектующих для киберспорта HyperX представил геймерские гарнитуры Cloud Orbit и Cloud Orbit S. Новинки стали первыми гарнитурами бренда, созданными на платформе…","
Новости
",04:03 PM 09/01/2019
905,Impossible Foods представила на CES 2019 котлеты из искусственного мяса Impossible Burger 2.0,09.01.2019/15:52,Обновлено: 09.01.2019 в 15:31,Кирилл Иртлач,90,Ежегодная выставка потребительской электроники в Лас-Вегасе постепенно выходит за рамки традиционной презентации новых гаджетов и программных решений. Однако до Impossible Foods никому…,"
Блоги
",03:52 PM 09/01/2019
906,Alienware Area-51m – самый мощный игровой ноутбук на базе настольных комплектующих с поддержкой модернизации системы,09.01.2019/15:39,Обновлено: 09.01.2019 в 16:48,Вадим Карпусь,26,На выставке CES 2019 в рамках бренда Alienware был представлен новый игровой ноутбук Alienware Area-51m. Он позиционируется в качестве «самого производительного в мире игрового ноутбука». Это…,"
Новости
",03:39 PM 09/01/2019
907,«Киевстар» о закрытии тарифа «Онлайн 4G»: «в данном тарифном плане мы долгое время удерживали стоимость абонплаты ниже рыночного уровня»,09.01.2019/15:37,Обновлено: 09.01.2019 в 15:37,Тарас Мищенко,219,"На прошлой неделе мы написали о том, что оператор «Киевстар» закрыл один из относительно свежих припейд-тарифов «Онлайн 4G», стоимость которого составляла 75 гривен за 28 дней использования.…","
Блоги
",03:37 PM 09/01/2019
908,"Apple перечислила все телевизоры, которые получат поддержку технологии AirPlay 2",09.01.2019/15:14,Обновлено: 09.01.2019 в 15:14,Владимир Скрипин,0,"Как уже сообщалось, в рамках выставки CES 2019 компании LG, Sony и Samsung анонсировали внедрение поддержки технологии Apple AirPlay 2 для некоторых моделей своих телевизоров. Теперь же Apple опубликовала на…","
Новости
",03:14 PM 09/01/2019
909,Обзор ноутбука-трансформера Dell Inspiron 7386,09.01.2019/15:09,Обновлено: 09.01.2019 в 15:09,Виталий Богданов,17,"Сегмент ноутбуков 2-в-1 продолжает развиваться, и было бы странно, если бы в этом не поучаствовал один из самых известных в мире производителей ноутбуков. Сегодняшнего гостя обзора можно…","
Обзоры
",03:09 PM 09/01/2019
910,Интернет-магазин veliki.ua ради эксперимента оставил велосипед на новом велоперехватывающем паркинге возле «Либідської». Он исчез уже на шестой день [Обновлено: велосипед нашелся],09.01.2019/14:33,Обновлено: 09.01.2019 в 16:26,Владимир Скрипин,154,"Не так давно возле станций киевского метро появились первые бесплатные велосипедные парковки, установленные «Киевтранспарксервисом» в рамках проекта, победившего на конкурсе…","
Блоги
",02:33 PM 09/01/2019
911,"В Украине запустили платформу проведения конкурсов и розыгрышей, создатели которой уверяют, что результаты нельзя подделать",09.01.2019/14:20,Обновлено: 09.01.2019 в 14:20,Тарас Мищенко,46,"В Украине начала работать новая площадка для проведения конкурсов и розыгрышей, которая предлагает определять победителя на основе открытого алгоритма. Соответственно, у любого…","
Новости
",02:20 PM 09/01/2019
912,"На CES 2019 представили электромобиль Nissan Leaf e+ (Leaf Plus) с двигателем 160 кВт, батареей 62 кВтч и запасом хода 385 км (WLTP) по цене от €45,500",09.01.2019/13:59,Обновлено: 10.01.2019 в 13:28,Сергей Кулеш,106,"Как мы и предполагали, японский производитель Nissan использовал выставку CES 2019 для того, чтобы представить публике долгожданную улучшенную версию электромобиля Nissan Leaf. Новинка получила…","
Новости
",01:59 PM 09/01/2019
913,Dell привезла на CES 2019 новый ноутбук-трансформер Inspiron 7000 с креплением для стилуса в шарнире,09.01.2019/13:17,Обновлено: 09.01.2019 в 14:56,Вадим Карпусь,28,Помимо ультракомпактного ноутбука XPS 13 компания Dell также продемонстрировала на выставке CES 2019 и другие новые ноутбуки. О модели Latitude 7400 с автономностью до 24 часов мы писали в одном из…,"
Новости
",01:17 PM 09/01/2019
914,"Samsung Electronics прогнозирует неудачный квартал, но рассчитывает подтянуть основные финансовые показатели уже во втором полугодии",09.01.2019/13:00,Обновлено: 09.01.2019 в 13:02,Владимир Скрипин,5,"Как известно, третий квартал 2018 финансового года для Samsung Electronics оказался лучшим за всю историю, но еще тогда звучали неутешительные прогнозы о том, что в дальнейшем южнокорейского гиганта…","
Новости
",01:00 PM 09/01/2019
915,Daimler намерен представить полностью автономные грузовики до 2025 года,09.01.2019/11:35,Обновлено: 09.01.2019 в 11:35,Кирилл Иртлач,44,"Автоконцерн Daimler собирается инвестировать в ближайшие годы 500 млн евро в создание полноценных беспилотных грузовиков, «способных ехать без находящегося в кабине для подстраховки…","
Блоги
",11:35 AM 09/01/2019
916,Dell починила веб-камеру в ультратонком ноутбуке XPS 13 и перевела его на процессоры Intel Core восьмого поколения,09.01.2019/11:17,Обновлено: 09.01.2019 в 11:01,Вадим Карпусь,38,"Компания Dell привезла на выставку CES 2019 обновлённую модель своего ноутбука Dell XPS 13. В этот раз компания не только улучшила характеристики устройства, но и внесла некоторые изменения в дизайн. В…","
Новости
",11:17 AM 09/01/2019
917,"Новые полностью беспроводные наушники Xiaomi выглядят как Apple AirPods, но стоят втрое дешевле",09.01.2019/10:56,Обновлено: 09.01.2019 в 11:35,Владимир Скрипин,127,"В ноябре прошлого года Xiaomi представила беспроводные наушники Xiaomi Mi AirDots, которые во многом напоминали модель Samsung Gear IconX. В том же месяце мы узнали, что Xiaomi готовит еще одну модель полностью…","
Новости
",10:56 AM 09/01/2019
918,"Jetpack Aviation: первая в мире гонка на реактивных ранцах, вероятно, состоится уже в этом году",09.01.2019/10:02,Обновлено: 09.01.2019 в 09:35,Кирилл Иртлач,42,"Инженеры компании Jetpack Aviation (JPA) завершили групповые испытательные полеты на джетпаках — реактивных двигателях, закрепленных на спине человека в виде рюкзака. Испытания показали, что два…","
Блоги
",10:02 AM 09/01/2019
919,lifecell начал развертывание сети NB-IoT для умных счетчиков Киевгаза в диапазоне 1800 МГц,09.01.2019/09:45,Обновлено: 09.01.2019 в 09:24,Сергей Кулеш,83,"Оператор мобильной связи lifecell первым в Украине начал развертывание рабочей NB-IoT сети для «умных» устройств от ПАО «Киевгаз», которая позволит дистанционно фиксировать показания газовых…","
Новости
",09:45 AM 09/01/2019
920,В Киеве часть фасада огромного жилого комплекса «утеплили» солнечными панелями общей мощностью 225 кВт. Это должно вдвое снизить затраты дома на отопление,09.01.2019/09:22,Обновлено: 10.01.2019 в 09:23,Владимир Скрипин,335,Ранее мы уже рассказывали в наших новостях о размещении на крышах объектов и зданий различного назначения (1 и 2) мини-СЭС разной мощности с целью снижения объемов потребляемой энергии и…,"
Новости
",09:22 AM 09/01/2019
921,"Количество устройств с Google Assistant почти достигло отметки 1 млрд, ассистент появится и на обычных кнопочных телефонах!",09.01.2019/08:42,Обновлено: 09.01.2019 в 13:02,Игорь Мозуль,22,"Компания Google, как и в предыдущие годы, достаточно масштабно подготовилась к выставке CES 2019: много атрибутики, реклама на местном монорельсе, стенд, который в три раза больше прошлогоднего. Всё…","
Новости
",08:42 AM 09/01/2019
922,Первый серийный электрический мотоцикл Harley-Davidson появится осенью этого года по цене почти $30 тыс.,09.01.2019/08:02,Обновлено: 09.01.2019 в 13:02,Игорь Мозуль,45,"Легендарный мотоциклетный бренд Harley-Davidson задумался о переходе на электротягу ещё в 2010 году, а первый концепт электробайка компания представила пять лет назад. И только сейчас, на выставке CES…","
Новости
",08:02 AM 09/01/2019
923,"Samsung показала робота, который будет заботиться о здоровье владельца",09.01.2019/07:32,Обновлено: 09.01.2019 в 07:32,Вадим Карпусь,9,"В рамках проведения выставки CES 2019 компания Samsung продемонстрировала собственное видение того, как её технологии искусственного интеллекта могут использоваться в «будущем подключенного…","
Новости
",07:32 AM 09/01/2019
924,Samsung показала 98-дюймовый 8K телевизор с поддержкой ИИ и виртуальных ассистентов,08.01.2019/20:44,Обновлено: 08.01.2019 в 20:44,Вадим Карпусь,54,"Помимо 75-дюймового 4K телевизора на базе технологии MicroLED компания Samsung также показала на выставке CES 2019 и ряд других телевизоров. На этот раз речь пойдёт о линейке Q900, выполненной на базе…","
Новости
",08:44 PM 08/01/2019
925,"LG и Sony добавят в свои телевизоры поддержку AirPlay 2 и HomeKit, а модели Samsung получат доступ к магазину iTunes",08.01.2019/20:15,Обновлено: 09.01.2019 в 17:50,Тарас Мищенко,28,"Компания Apple традиционно не принимает участия в выставке CES в Лас-Вегасе, но в этом году не обошлось без анонсов, связанных с её продуктами. LG и Sony объявили о начале поддержи AirPlay 2 и HomeKit, а Samsung к…","
Новости
",08:15 PM 08/01/2019
926,GitHub разрешил пользователям бесплатно создавать приватные репозитории до трех соавторов,08.01.2019/19:24,Обновлено: 08.01.2019 в 19:24,Кирилл Иртлач,32,Сервис для совместной работы над кодом GitHub объявил об изменении тарифной сетки. Отныне бесплатным аккаунтам сервиса доступно безлимитное количество приватных репозиториев с участием до…,"
Блоги
",07:24 PM 08/01/2019
927,Мобильный сурвайвл-хоррор Alien: Blackout — следующая игра во вселенной «Чужих»,08.01.2019/18:58,Обновлено: 08.01.2019 в 18:32,Кирилл Иртлач,36,"Следующей игрой во вселенной «Чужих» станет Alien: Blackout — мобильный сурвайвл-хоррор, главной героиней которого является небезызвестная Аманда Рипли, протагонистка Alien: Isolation и дочь Эллен…","
Блоги
",06:58 PM 08/01/2019
928,"Суммарные продажи PlayStation 4 приблизились к 100 млн штук, только за последний год Sony продала 18 млн этих консолей",08.01.2019/18:48,Обновлено: 08.01.2019 в 18:50,Сергей Кулеш,88,"Во время главной презентации на выставке CES 2019 японская компания Sony объявила свежие результаты продаж своих игровых консолей. Суммарно актуальную приставку Sony PS4 приобрели уже 91,6 млн…","
Блоги
",06:48 PM 08/01/2019
929,"Lenovo обновила ноутбуки ThinkPad X1 Carbon, ThinkPad X1 Yoga и Legion",08.01.2019/18:39,Обновлено: 08.01.2019 в 18:23,Вадим Карпусь,44,"Компания Lenovo привезла на выставку потребительской электроники CES 2019 несколько новых моделей ноутбуков, ориентированных на различные категории пользователей. Новая версия Lenovo ThinkPad X1 Carbon…","
Новости
",06:39 PM 08/01/2019
930,На CES 2019 представлен украинский павильон с разработками отечественных стартапов,08.01.2019/18:15,Обновлено: 08.01.2019 в 18:15,Вадим Карпусь,18,"В Лас-Вегасе на выставке CES 2019 помимо стендов всемирно известных брендов также присутствует украинский павильон – Ukraine Tech Pavilion. Отметим, Украина уже третий год подряд представлена…","
Новости
",06:15 PM 08/01/2019
931,"Nemeio Keyboard — клавиатура, каждая клавиша которой оснащена настраиваемым дисплеем на основе электронных чернил",08.01.2019/18:05,Обновлено: 08.01.2019 в 17:58,Кирилл Иртлач,40,"Французская компания Nemeio в рамках выставки CES 2019 представила клавиатуру Nemeio Keyboard, в каждую клавишу которой встроен дисплей E-ink. Это позволяет менять изображение на клавише в зависимости от…","
Блоги
",06:05 PM 08/01/2019
932,Tesla на автопилоте сбила российского робота Promobot на выставке CES 2019,08.01.2019/17:55,Обновлено: 08.01.2019 в 18:34,Владимир Скрипин,284,"На выставке CES 2019 в Лас-Вегасе, которая только сегодня открыла свои двери для посетителей, уже сделали немало анонсов и показали множество новых ноутбуков, телевизоров и прочей…","
Блоги
",05:55 PM 08/01/2019
933,IKEA представила умные жалюзи KADRILJ и FYRTUR с беспроводным пультом и поддержкой Google Assistant и Apple HomeKit по цене от 99 евро,08.01.2019/17:34,Обновлено: 08.01.2019 в 18:49,Сергей Кулеш,5,Компания IKEA решила расширить портфолио «умных» предметов интерьера и анонсировала новые механизированные оконные жалюзи. В отличие от большинства конкурирующих решений с ценниками на…,"
Блоги
",05:34 PM 08/01/2019
934,Компания TP-Link анонсировала линейку устройств с поддержкой нового стандарта Wi-Fi 6 [CES 2019],08.01.2019/17:13,Обновлено: 09.01.2019 в 09:58,Сергей Кулеш,23,"В рамках выставки CES 2019 компания TP-Link показала свои новые Wi-Fi роутеры и усилитель сигнала беспроводной сети, которые поддерживают скоростной беспроводной стандарт 802.11ax, также известный как…","
Новости
",05:13 PM 08/01/2019
935,Умный унитаз Kohler гарантирует «полное погружение» в процесс,08.01.2019/17:06,Обновлено: 08.01.2019 в 17:06,Игорь Мозуль,45,"Выставка потребительской электроники CES 2019 только начала свою работу, а некоторые её экспонаты уже можно заносить в список самых необычных и даже странных гаджетов. Так, например,…","
Новости
",05:06 PM 08/01/2019
936,"Western Digital показала прототип USB-флеш накопителя ёмкостью 4 ТБ, портативные SSD и облачный сервис резервного хранения данных",08.01.2019/16:38,Обновлено: 08.01.2019 в 16:38,Вадим Карпусь,21,"Компания Western Digital в рамках бренда SanDisk продемонстрировала на выставке CES 2019 несколько новых продуктов в сфере хранения данных. Одной из новинок стал прототип USB-флэш накопителя, обладающего…","
Новости
",04:38 PM 08/01/2019
937,"Intel похвасталась прототипом многокомпонентной SoC Lakefield, собранной с использованием новейшей технологии Foveros, а также анонсирована инициативу Project Athena для выпуска новой категории мобильных ПК",08.01.2019/16:23,Обновлено: 08.01.2019 в 16:23,Владимир Скрипин,11,"Продолжая тему анонсов сегодняшней презентации Intel в рамках выставки CES 2019, стоит отметить еще как минимум два важных момента. Итак, на мероприятии был показан инженерный образец мобильного…","
Новости
",04:23 PM 08/01/2019
938,Sony представила новые 8K и 4K телевизоры и другие мультимедийные продукты,08.01.2019/15:54,Обновлено: 08.01.2019 в 16:45,Вадим Карпусь,14,"К выставке CES 2019 компания Sony подготовила несколько новых моделей телевизоров, поддерживающих разрешения 8K и 4K. Так, крупноформатная модель Z9G предлагается в виде версий с диагональю экрана 98…","
Новости
",03:54 PM 08/01/2019
939,"Freelancehunt рассказал, как изменился рынок фриланса в Украине за 2018 год [инфографика]",08.01.2019/15:21,Обновлено: 08.01.2019 в 15:31,Сергей Кулеш,92,"Украинский сервис Freelancehunt собрал аналитические данные, которые позволяют отследить изменения на внутреннем рынке фриланса в 2018 году. В частности, благодаря сравнительной инфографике можно…","
Новости
",03:21 PM 08/01/2019
940,"Hyundai Elevate — концепт шагающего колесного электромобиля, способного ездить, ходить и карабкаться по пересеченной местности [CES 2019]",08.01.2019/15:12,Обновлено: 08.01.2019 в 15:23,Сергей Кулеш,28,"В рамках выставки CES 2019 автопроизводитель Hyundai представил концепт шагающего электромобиля Elevate, который создатели отнесли к классу Ultimate Mobility Vehicle (UMV). Благодаря возможности не только катиться…","
Новости
",03:12 PM 08/01/2019
941,Обзор смартфона Nokia 6.1 Plus,08.01.2019/14:36,Обновлено: 08.01.2019 в 14:36,Алексей Сердюк,74,"Компания HMD Global продолжает продвигать смартфоны под брендом Nokia. И пускай до былой популярности далеко, но продаются аппараты Nokia вполне успешно. У них действительно неплохо получаются модели…","
Обзоры
",02:36 PM 08/01/2019
942,"Список номинантов игровой премии GDC Awards 2019 возглавили Red Dead Redemption 2, God of War и Marvel’s Spider-Man",08.01.2019/14:35,Обновлено: 08.01.2019 в 14:17,Сергей Кулеш,44,"Церемония награждения Game Developers Choice Awards (GDCA) пройдет 20 марта в рамках игровой выставки Game Developers Conference, но организаторы мероприятия решили уже сейчас опубликовать список номинантов во всех…","
Блоги
",02:35 PM 08/01/2019
943,Netflix опубликовал дебютный трейлер грядущего боевика Polar,08.01.2019/14:17,Обновлено: 08.01.2019 в 13:47,Кирилл Иртлач,34,"Стриминговый сервис Netflix опубликовал дебютный трейлер боевика Polar, снятого шведским режиссером Юнасом Окерлундом по одноименному комиксу Виктора Сантоса. По сюжету, лучший в мире киллер…","
Блоги
",02:17 PM 08/01/2019
944,"7 февраля НБУ снимет более 20 валютных ограничений. Можно будет обменивать валюту в почтовых отделениях, покупать ее онлайн и много чего другого",08.01.2019/13:55,Обновлено: 08.01.2019 в 13:46,Владимир Скрипин,258,"Как известно, 1 января в силу вступил новый порядок НБУ, касающийся организации и осуществления валютно-обменных операций. Сообщая об этом изменении в новостях нашего сайта, мы вскользь…","
Новости
",01:55 PM 08/01/2019
945,"HBO опубликовал «супертрейлер», в котором собрал первые кадры самых интересных сериалов 2019 года, включая Game of Thrones, Watchmen, True Detective, Chernobyl и др.",08.01.2019/13:31,Обновлено: 08.01.2019 в 13:43,Сергей Кулеш,28,"Канал HBO опубликовал трейлер, в котором собрал кадры из самых интересных сериалов собственного производства, которые выйдут в текущем 2019 году. В частности, в видео попали первые фрагменты…","
Блоги
",01:31 PM 08/01/2019
946,Kia Motors представила технологию анализа эмоционального состояния пассажиров беспилотных авто,08.01.2019/13:02,Обновлено: 08.01.2019 в 13:02,Кирилл Иртлач,13,"В рамках выставки CES 2019 южнокорейская компания Kia Motors представила R.E.A.D. — систему распознавания настроения пассажиров беспилотного автомобиля, призванную наладить «эмоциональную…","
Блоги
",01:02 PM 08/01/2019
947,"Чаще всего в 2018 году украинцы искали на OLX велосипеды, диваны и квартиры. Владельцы Android также пытались найти работу, а пользователи iPhone — другой iPhone",08.01.2019/12:44,Обновлено: 08.01.2019 в 13:03,Сергей Кулеш,211,"Онлайн-сервис OLX подвел итоги прошедшего года и составил рейтинг самых популярных товаров среди пользователей. Список сформирован на основе запросов, количество которых за 2018 год…","
Новости
",12:44 PM 08/01/2019
948,"HTC Vive Cosmos — следующее поколение гарнитуры виртуальной реальности компании. Она будет работать как с ПК, так и со смартфонами",08.01.2019/12:15,Обновлено: 08.01.2019 в 12:15,Вадим Карпусь,5,"Компания HTC показала новую модель гарнитуры виртуальной реальности под названием Vive Cosmos. Новинка создана для тех пользователей, которые ранее не решались приобрести подобное устройство. В…","
Новости
",12:15 PM 08/01/2019
949,"Intel номинально анонсировала 10-нм процессоры Ice Lake-U, первые ноутбуки на них выйдут до конца этого года",08.01.2019/11:57,Обновлено: 08.01.2019 в 12:34,Владимир Скрипин,32,"На сегодняшней пресс-конференции в рамках выставки CES 2019 компания Intel не только представила шесть новых процессоров Coffee Lake-S Refresh, о которых мы уже успели рассказать в предыдущей заметке, но и…","
Новости
",11:57 AM 08/01/2019
950,"ASUS выпускает три огромных игровых HDR-монитора: XG438Q, XG49VQ и XG32VQ",08.01.2019/11:42,Обновлено: 08.01.2019 в 11:33,Игорь Мозуль,51,"Компания ASUS объявила о выпуске трёх игровых мониторов серии ROG Strix XG с VA-матрицей, поддержкой FreeSync 2 HDR и сертификацией DisplayHDR. Модель XG438Q – это 43-дюймовый 4K-монитор с частотой обновления 120 Гц.…","
Новости
",11:42 AM 08/01/2019
951,Huawei представила Kunpeng 920 – самый высокопроизводительный процессор на архитектуре ARM,08.01.2019/11:22,Обновлено: 08.01.2019 в 11:22,Игорь Мозуль,16,"Huawei анонсировала Kunpeng 920 – новый процессор на архитектуре ARM, предназначенный для серверов, дата-центров и распределённых хранилищ данных. Китайский техногигант называет Kunpeng 920 самым…","
Новости
",11:22 AM 08/01/2019
952,MasterCard уберет из своего логотипа буквы,08.01.2019/11:15,Обновлено: 08.01.2019 в 11:15,Кирилл Иртлач,60,"Платежная система MasterCard уберет буквы из своего логотипа, оставив только круги желтого и красного цвета. Об этом говорится в пресс-релизе платежной системы. MasterCard объясняет решение тем, что…","
Блоги
",11:15 AM 08/01/2019
953,Обновленная VR-гарнитура HTC Vive Pro Eye получила функцию отслеживания направления взгляда пользователя,08.01.2019/10:32,Обновлено: 08.01.2019 в 10:32,Вадим Карпусь,10,"На проходящей выставке CES 2019 компания HTC анонсировала новую версию гарнитуры виртуальной реальности Vive Pro, которая получила название Vive Pro Eye. В новинке реализована функция отслеживания глаз…","
Новости
",10:32 AM 08/01/2019
954,"Исследование RBC Capital Markets: магазины Amazon Go в 1,5 раза прибыльнее обычных",08.01.2019/09:53,Обновлено: 08.01.2019 в 09:31,Кирилл Иртлач,92,"Amazon Go, робомагазины без очередей и наличных — где покупатель берет товары с полок и автоматически оплачивает покупки, проходя мимо сенсоров на выходе, — приносят в среднем на 50% больше…","
Блоги
",09:53 AM 08/01/2019
955,"Intel представила секстет новых настольных процессоров Core девятого поколения (i9-9900KF, i7-9700KF, i5-9600KF, i5-9400, i5-9400F и i3-9350KF)",08.01.2019/09:27,Обновлено: 19.01.2019 в 10:27,Владимир Скрипин,113,"На специальном мероприятии, проведенном в рамках выставки CES 2019, компания Intel представила секстет новых настольных процессоров Core девятого поколения (Coffee Lake-S Refresh). Четыре из шести новых…","
Новости
",09:27 AM 08/01/2019
956,"ASUS создала ноутбук StudioBook S для требовательных профессионалов, призванный составить конкуренцию MacBook Pro",08.01.2019/08:55,Обновлено: 08.01.2019 в 08:09,Вадим Карпусь,89,"Компания ASUS подготовила к выпуску производительный и стильный ноутбук StudioBook S, который призван составить конкуренцию MacBook Pro и ориентирован на пользователей, предпочитающих ОС Windows. Ноутбук…","
Новости
",08:55 AM 08/01/2019
957,«Процесс развития ИИ напоминает роман Кафки»,08.01.2019/08:36,Обновлено: 08.01.2019 в 09:34,Кирилл Иртлач,35,"Франц Кафка написал свой роман «Процесс» в 1914–1915 годы, когда терминов «робот» и «искусственный интеллект» еще не существовало. Однако писателю удалось точно передать образ бездушной…","
Блоги
",08:36 AM 08/01/2019
958,Обновлённые ноутбуки Alienware m17 и m15 получили CPU Intel Core i9 и GPU серии NVIDIA GeForce RTX,08.01.2019/08:23,Обновлено: 08.01.2019 в 08:09,Вадим Карпусь,8,"Компания Dell привезла на выставку CES 2019 обновлённую модель игрового ноутбука Alienware m17. И теперь эта новинка является самым тонким и лёгким 17,3-дюймовым ноутбуком Alienware. Она имеет толщину 23 мм и…","
Новости
",08:23 AM 08/01/2019
959,Агент Колсон возвращается. Вышел новый трейлер Captain Marvel / «Капитан Марвел» с Бри Ларсон в главной роли,08.01.2019/08:08,Обновлено: 08.01.2019 в 15:10,Владимир Скрипин,46,Во время матча плей-офф студенческого национального чемпионата по американскому футболу между Алабамой и Клемсоном Marvel показала новый тизер-трейлер предстоящего супергеройского фильма…,"
Блоги
",08:08 AM 08/01/2019
960,ASUS показала обновлённый ноутбук ZenBook S13 с «самыми тонкими в мире» рамками дисплея,08.01.2019/07:43,Обновлено: 08.01.2019 в 07:21,Вадим Карпусь,28,Компания ASUS привезла на выставку CES 2019 обновлённую линейку ноутбуков. Помимо StudioBook S для требовательных профессиональных пользователей также были созданы новые компактные решения серии…,"
Новости
",07:43 AM 08/01/2019
961,Samsung анонсировала игровой ноутбук Notebook Odyssey с 6-ядерным CPU Intel Core i7 и GPU NVIDIA GeForce RTX 2080,08.01.2019/07:20,Обновлено: 08.01.2019 в 07:20,Вадим Карпусь,9,"На выставке CES 2019 компания Samsung продемонстрировала игровой ноутбук Notebook Odyssey, который является самым производительным игровым решением в модельном ряду компании. Новинка оснащена…","
Новости
",07:20 AM 08/01/2019
962,ОБНОВЛЕНО: Игровой ноутбук-трансформер Acer Predator Triton 900 поступит в продажу по цене $4000,07.01.2019/18:58,Обновлено: 08.01.2019 в 12:48,Вадим Карпусь,58,"На прошлогодней выставке IFA 2018 компания Acer показала трансформируемый игровой ноутбук Predator Triton 900, но не поделилась подробностями об этом устройстве. Теперь же, в рамках проведения выставки CES…","
Новости
",06:58 PM 07/01/2019
963,"Умные камеры для животных Petcube Bites и Play получили улучшенные камеры, поддержку видео звонков и ассистента Alexa",07.01.2019/18:32,Обновлено: 08.01.2019 в 08:39,Вадим Карпусь,24,"Украинский стартап Petcube анонсировал выпуск камер Petcube Bites и Play второго поколения, которые позволяют удалённо развлекать и кормить домашних питомцев. Новые версии получили улучшенные…","
Новости
",06:32 PM 07/01/2019
964,Финляндия намерена ознакомить с базовыми принципами работы искусственного интеллекта 1 миллион своих граждан,07.01.2019/18:30,Обновлено: 07.01.2019 в 17:01,Кирилл Иртлач,27,"Летом прошлого года Финляндия стала первой страной в Евросоюзе, опубликовавшей официальную стратегию развития технологий искусственного интеллекта, призванную перепрофилировать…","
Блоги
",06:30 PM 07/01/2019
965,"ОБНОВЛЕНО: Ультратонкий ноутбук Acer Swift 7 стал ещё тоньше и легче, но его цена – $1700",07.01.2019/17:55,Обновлено: 08.01.2019 в 12:48,Вадим Карпусь,30,"Компания Acer представила обновлённую версию своего лёгкого, тонкого и дорогого ноутбука Swift 7. Новинка стала ещё компактнее и легче, но в то же время производительнее. Новая модель ноутбука Acer…","
Новости
",05:55 PM 07/01/2019
966,L’Oréal разработала носимый сенсор для отслеживания pH кожи,07.01.2019/17:30,Обновлено: 07.01.2019 в 17:02,Кирилл Иртлач,18,"Косметическая компания L’Oréal анонсировала My Skin Track pH — носимый сенсор, который позволяет самостоятельно измерить водородный показатель (pH) кожи. Презентация новинки состоится в рамках…","
Блоги
",05:30 PM 07/01/2019
967,Nissan рассказал о футуристической автомобильной системе Invisible-to-Visible,07.01.2019/17:19,Обновлено: 07.01.2019 в 17:01,Кирилл Иртлач,11,"Компания Nissan анонсировала новую автомобильную систему I2V (Invisible-to-Visible), которая позволит водителям «видеть невидимое». Премьера технологии состоится 7 января в рамках выставки…","
Блоги
",05:19 PM 07/01/2019
968,«Золотой глобус» за лучший фильм получила «Богемная рапсодия» / Bohemian Rhapsody,07.01.2019/16:58,Обновлено: 10.01.2019 в 13:07,Владимир Скрипин,37,"Как и было запланировано, в ночь на 7 января в Лос-Анджелесе прошла 76-я церемония вручения кинопремии «Золотой глобус». Премию голливудской ассоциации иностранной прессы в номинации «Лучший…","
Блоги
",04:58 PM 07/01/2019
969,LG Display показала 88-дюймовый 8K OLED дисплей с интегрированным многоканальным звуком Dolby Atmos,07.01.2019/16:43,Обновлено: 07.01.2019 в 16:21,Вадим Карпусь,45,"Компания LG Display привезла на выставку CES 2019 несколько новых дисплеев, в том числе с поддержкой разрешения 8K. Так, LG покажет посетителям выставки 65-дюймовый OLED с поддержкой разрешения 8K и…","
Новости
",04:43 PM 07/01/2019
970,NVIDIA добавит поддержку технологии Adaptive-Sync (бывшей AMD FreeSync) уже в следующей версии графического драйвера,07.01.2019/16:18,Обновлено: 07.01.2019 в 16:18,Владимир Скрипин,50,"После нескольких лет упорного сопротивления NVIDIA все же решила пойти на уступки и наделить свои видеокарты поддержкой альтернативной технологии адаптивной кадровой синхронизации Adaptive-Sync,…","
Новости
",04:18 PM 07/01/2019
